Survey Year,Country Name,E-Government Rank,E-Government Index,E-Participation Index,Online Service Index,Human Capital Index,Telecommunication Infrastructure Index
2018,"Iraq ",155,0.33760,0.33710,0.31940,0.50940,0.18400
2018,"Ireland ",22,0.82870,0.93260,0.82640,0.96260,0.69700
2018,"Israel ",31,0.79980,0.83150,0.82640,0.86350,0.70950
2018,"Italy ",24,0.82090,0.95510,0.95140,0.83410,0.67710
2018,"Jamaica ",118,0.46970,0.31460,0.31940,0.69570,0.39410
2018,"Japan ",10,0.87830,0.98310,0.95140,0.84280,0.84060
2018,"Jordan ",98,0.55750,0.48310,0.49310,0.73870,0.44060
2018,"Kazakhstan ",39,0.75970,0.83710,0.86810,0.83880,0.57230
2018,"Kenya ",122,0.45410,0.53370,0.62500,0.54720,0.19010
2018,"Kiribati ",153,0.34500,0.25280,0.29860,0.65910,0.07730
2018,"Kuwait ",41,0.73880,0.69100,0.79170,0.68520,0.73940
2018,"Kyrgyzstan ",91,0.58350,0.68540,0.64580,0.76280,0.34180
2018,"Lao People's Democratic Republic ",162,0.30560,0.17420,0.16670,0.52540,0.22460
2018,"Latvia ",57,0.69960,0.68540,0.66670,0.81320,0.61880
2018,"Lebanon ",99,0.55300,0.44380,0.47220,0.66490,0.52190
2018,"Lesotho ",167,0.29680,0.07870,0.11110,0.53240,0.24680
2018,"Liberia ",173,0.27370,0.42700,0.34030,0.37720,0.10360
2018,Libya,140,0.38330,0.12360,0.09720,0.71730,0.33530
2018,Liechtenstein,25,0.82040,0.74720,0.79860,0.82370,0.83890
2018,"Lithuania ",40,0.75340,0.80340,0.79860,0.83230,0.62930
2018,Luxembourg,18,0.83340,0.93820,0.92360,0.78030,0.79640
2018,"Madagascar ",170,0.27920,0.32580,0.30560,0.48220,0.04990
2018,"Malawi ",175,0.27080,0.20220,0.25690,0.47200,0.08340
2018,Malaysia,48,0.71740,0.88760,0.88890,0.69870,0.56470
2018,Maldives,97,0.56150,0.41010,0.49310,0.67540,0.51590
2018,"Mali ",178,0.24240,0.24160,0.26390,0.25580,0.20740
2018,"Malta ",30,0.80110,0.84830,0.84030,0.79730,0.76570
2018,"Marshall Islands ",149,0.35430,0.17420,0.22920,0.73010,0.10370
2018,"Mauritania ",183,0.23140,0.17980,0.15970,0.34670,0.18780
2018,Afghanistan,177,0.25850,0.32020,0.30560,0.35620,0.11380
2018,"Mauritius ",66,0.66780,0.69100,0.72920,0.73080,0.54350
2018,"Mexico ",64,0.68180,0.94380,0.92360,0.70440,0.41730
2018,"Micronesia (Federated States of) ",161,0.31550,0.14040,0.14580,0.68890,0.11180
2018,"Monaco ",28,0.80500,0.56180,0.62500,0.79010,1.00000
2018,"Mongolia ",92,0.58240,0.73600,0.59720,0.78990,0.36020
2018,Montenegro,58,0.69660,0.74160,0.66670,0.81720,0.60590
2018,"Albania ",74,0.65190,0.75840,0.73610,0.78770,0.43180
2018,"Algeria ",130,0.42270,0.20220,0.21530,0.66400,0.38890
2018,"Andorra ",62,0.68570,0.56740,0.60420,0.73090,0.72200
2018,"Angola ",155,0.33760,0.43260,0.40970,0.50600,0.09720
2018,"Antigua and Barbuda ",90,0.59060,0.46070,0.45830,0.75180,0.56170
2018,"Argentina ",43,0.73350,0.62360,0.75000,0.85790,0.59270
2018,"Armenia ",87,0.59440,0.56740,0.56250,0.75470,0.46600
2018,"Morocco ",110,0.52140,0.77530,0.66670,0.52780,0.36970
2018,"Mozambique ",160,0.31950,0.44380,0.42360,0.39510,0.13980
2018,"Myanmar ",157,0.33280,0.13480,0.22920,0.51270,0.25650
2018,"Namibia ",121,0.45540,0.39330,0.45140,0.58500,0.32990
2018,"Nauru ",158,0.33240,0.14610,0.13190,0.56190,0.30330
