"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1960",88.5,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1961",91.9,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1962",95,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1963",100.6,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1964",106,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1965",112,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1966",116.6,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1967",123.2,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1968",130.2,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1969",136.4,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1970",141.6,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1971",143.4,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1972",148.4,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1973",157.7,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1974",172.5,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1975",179.5,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1976",181.9,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1977",195.9,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1978",191.1,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1979",197.4,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1980",206.7,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1981",207.4,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1982",213.7,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1983",201.8,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1984",208,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1985",220.1,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1986",221.5,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1987",231.8,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1988",240.8,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1989",254.3,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1990",259.7,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1991",261,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1992",265.1,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1993",269,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1994",274.9,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1995",285.3,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1996",295.8,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1997",303.1,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1998",323.7,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1999",328.8,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2000",334.6,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2001",341,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2002",349,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2003",352.8,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2004",366.6,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2005",371.9,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2006",377.3,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2007",387.4,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2008",389.9,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2009",396,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2010",389.1,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2011",387.1,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2012",386.5,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2013",382.6,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2014",373.3,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2015",379.3,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2016",392.4,
"AUS","AIREMISSION","CO","THND_TONNE","A","1990",5728.694,
"AUS","AIREMISSION","CO","THND_TONNE","A","1991",5751.474,
"AUS","AIREMISSION","CO","THND_TONNE","A","1992",5900.78,
"AUS","AIREMISSION","CO","THND_TONNE","A","1993",6126.293,
"AUS","AIREMISSION","CO","THND_TONNE","A","1994",6269.908,
"AUS","AIREMISSION","CO","THND_TONNE","A","1995",6117.161,
"AUS","AIREMISSION","CO","THND_TONNE","A","1996",6291.683,
"AUS","AIREMISSION","CO","THND_TONNE","A","1997",6307.795,
"AUS","AIREMISSION","CO","THND_TONNE","A","1998",5952.936,
"AUS","AIREMISSION","CO","THND_TONNE","A","1999",5817.997,
"AUS","AIREMISSION","CO","THND_TONNE","A","2000",5400.575,
"AUS","AIREMISSION","CO","THND_TONNE","A","2001",5133.594,
"AUS","AIREMISSION","CO","THND_TONNE","A","2002",5000.37,
"AUS","AIREMISSION","CO","THND_TONNE","A","2003",4511.981,
"AUS","AIREMISSION","CO","THND_TONNE","A","2004",4607.114,
"AUS","AIREMISSION","CO","THND_TONNE","A","2005",3986.285,
"AUS","AIREMISSION","CO","THND_TONNE","A","2006",3965.927,
"AUS","AIREMISSION","CO","THND_TONNE","A","2007",3401.849,
"AUS","AIREMISSION","CO","THND_TONNE","A","2008",3246.542,
"AUS","AIREMISSION","CO","THND_TONNE","A","2009",3184.181,
"AUS","AIREMISSION","CO","THND_TONNE","A","2010",3021.643,
"AUS","AIREMISSION","CO","THND_TONNE","A","2011",2970.66,
"AUS","AIREMISSION","CO","THND_TONNE","A","2012",2939.28,
"AUS","AIREMISSION","CO","THND_TONNE","A","2013",2877.908,
"AUS","AIREMISSION","CO","THND_TONNE","A","2014",2812.479,
"AUS","AIREMISSION","CO","THND_TONNE","A","2015",2777.083,
"AUS","AIREMISSION","CO","THND_TONNE","A","2016",2708.174,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1990",1620.789,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1991",1615.052,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1992",1660.932,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1993",1710.057,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1994",1718.422,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1995",1735.676,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1996",1790.983,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1997",1848.154,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1998",1894.672,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1999",1943.115,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2000",1947.257,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2001",2022.474,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2002",2118.542,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2003",2191.502,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2004",2253.34,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2005",2268.54,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2006",2326.228,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2007",2334.172,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2008",2393.308,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2009",2402.287,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2010",2493.727,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2011",2460.238,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2012",2646.795,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2013",2741.858,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2014",2780.269,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2015",2867.08,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2016",2944.234,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1990",1585.754,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1991",1570.777,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1992",1652.946,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1993",1743.161,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1994",1764.906,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1995",1674.096,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1996",1762.206,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1997",1818.189,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1998",1743.772,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1999",1832.656,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2000",2343.287,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2001",2585.104,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2002",2775.525,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2003",2775.016,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2004",2512.628,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2005",2520.313,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2006",2482.62,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2007",2444.895,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2008",2512.441,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2009",2599.959,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2010",2380.12,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2011",2507.885,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2012",2519.09,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2013",2414.111,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2014",2499.432,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2015",2385.877,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2016",2464.811,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1990",1387.06,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1991",1373.019,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1992",1374.74,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1993",1391.626,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1994",1403.27,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1995",1388.443,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1996",1363.688,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1997",1361.661,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1998",1340.055,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1999",1305.061,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2000",1272.565,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2001",1254.773,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2002",1277.312,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2003",1253.795,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2004",1262.019,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2005",1240.744,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2006",1250.818,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2007",1225.511,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2008",1224.825,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2009",1238.63,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2010",1241.95,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2011",1242.145,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2012",1251.787,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2013",1270.243,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2014",1304.338,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2015",1320.106,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2016",1312.13,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1960",8.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1961",8.6,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1962",8.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1963",9.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1964",9.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1965",9.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1966",10,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1967",10.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1968",10.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1969",11,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1970",11.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1971",10.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1972",11.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1973",11.6,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1974",12.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1975",12.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1976",12.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1977",13.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1978",13.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1979",13.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1980",14,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1981",13.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1982",14,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1983",13,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1984",13.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1985",13.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1986",13.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1987",14.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1988",14.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1989",15,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1990",15,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1991",14.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1992",15,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1993",15.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1994",15.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1995",15.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1996",16.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1997",16.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1998",17.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1999",17.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2000",17.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2001",17.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2002",17.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2003",17.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2004",18.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2005",18.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2006",18.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2007",18.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2008",18,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2009",18,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2010",17.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2011",17,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2012",16.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2013",16.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2014",15.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2015",15.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2016",16,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1990",24.652,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1991",24.392,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1992",24.368,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1993",24.1,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1994",23.845,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1995",24.111,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1996",24.238,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1997",24.633,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1998",25.117,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1999",25.153,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2000",25.455,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2001",25.57,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2002",25.498,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2003",25.329,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2004",25.882,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2005",25.811,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2006",25.614,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2007",25.52,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2008",25.201,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2009",24.933,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2010",24.375,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2011",24.041,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2012",23.819,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2013",23.037,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2014",22.464,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2015",22.587,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2016",22.762,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1990",420100.296,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1991",421289.678,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1992",426102.17,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1993",426264.78,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1994",426417.225,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1995",435856.879,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1996",442866.396,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1997",454904.661,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1998",468811.508,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1999",474492.31,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2000",485325.374,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2001",492697.582,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2002",496585.219,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2003",498898.267,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2004",516302.951,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2005",522392.248,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2006",526970.294,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2007",534558.352,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2008",537848.368,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2009",542011.745,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2010",539171.826,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2011",540445.363,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2012",543593.864,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2013",533313.692,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2014",527325.581,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2015",537550.854,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2016",549157.716,
"AUS","AIREMISSION","CO","KG_CAP","A","1990",336.163,
"AUS","AIREMISSION","CO","KG_CAP","A","1991",332.997,
"AUS","AIREMISSION","CO","KG_CAP","A","1992",337.458,
"AUS","AIREMISSION","CO","KG_CAP","A","1993",346.363,
"AUS","AIREMISSION","CO","KG_CAP","A","1994",350.612,
"AUS","AIREMISSION","CO","KG_CAP","A","1995",338.4,
"AUS","AIREMISSION","CO","KG_CAP","A","1996",344.341,
"AUS","AIREMISSION","CO","KG_CAP","A","1997",341.56,
"AUS","AIREMISSION","CO","KG_CAP","A","1998",318.935,
"AUS","AIREMISSION","CO","KG_CAP","A","1999",308.416,
"AUS","AIREMISSION","CO","KG_CAP","A","2000",283.259,
"AUS","AIREMISSION","CO","KG_CAP","A","2001",266.424,
"AUS","AIREMISSION","CO","KG_CAP","A","2002",256.756,
"AUS","AIREMISSION","CO","KG_CAP","A","2003",229.07,
"AUS","AIREMISSION","CO","KG_CAP","A","2004",230.951,
"AUS","AIREMISSION","CO","KG_CAP","A","2005",196.962,
"AUS","AIREMISSION","CO","KG_CAP","A","2006",192.768,
"AUS","AIREMISSION","CO","KG_CAP","A","2007",162.405,
"AUS","AIREMISSION","CO","KG_CAP","A","2008",152.116,
"AUS","AIREMISSION","CO","KG_CAP","A","2009",146.473,
"AUS","AIREMISSION","CO","KG_CAP","A","2010",136.602,
"AUS","AIREMISSION","CO","KG_CAP","A","2011",132.148,
"AUS","AIREMISSION","CO","KG_CAP","A","2012",128.792,
"AUS","AIREMISSION","CO","KG_CAP","A","2013",124.312,
"AUS","AIREMISSION","CO","KG_CAP","A","2014",119.809,
"AUS","AIREMISSION","CO","KG_CAP","A","2015",116.686,
"AUS","AIREMISSION","CO","KG_CAP","A","2016",112.252,
"AUS","AIREMISSION","NOX","KG_CAP","A","1990",95.109,
"AUS","AIREMISSION","NOX","KG_CAP","A","1991",93.508,
"AUS","AIREMISSION","NOX","KG_CAP","A","1992",94.987,
"AUS","AIREMISSION","NOX","KG_CAP","A","1993",96.682,
"AUS","AIREMISSION","NOX","KG_CAP","A","1994",96.094,
"AUS","AIREMISSION","NOX","KG_CAP","A","1995",96.017,
"AUS","AIREMISSION","NOX","KG_CAP","A","1996",98.02,
"AUS","AIREMISSION","NOX","KG_CAP","A","1997",100.076,
"AUS","AIREMISSION","NOX","KG_CAP","A","1998",101.509,
"AUS","AIREMISSION","NOX","KG_CAP","A","1999",103.006,
"AUS","AIREMISSION","NOX","KG_CAP","A","2000",102.133,
"AUS","AIREMISSION","NOX","KG_CAP","A","2001",104.963,
"AUS","AIREMISSION","NOX","KG_CAP","A","2002",108.782,
"AUS","AIREMISSION","NOX","KG_CAP","A","2003",111.261,
"AUS","AIREMISSION","NOX","KG_CAP","A","2004",112.958,
"AUS","AIREMISSION","NOX","KG_CAP","A","2005",112.088,
"AUS","AIREMISSION","NOX","KG_CAP","A","2006",113.069,
"AUS","AIREMISSION","NOX","KG_CAP","A","2007",111.434,
"AUS","AIREMISSION","NOX","KG_CAP","A","2008",112.138,
"AUS","AIREMISSION","NOX","KG_CAP","A","2009",110.506,
"AUS","AIREMISSION","NOX","KG_CAP","A","2010",112.736,
"AUS","AIREMISSION","NOX","KG_CAP","A","2011",109.442,
"AUS","AIREMISSION","NOX","KG_CAP","A","2012",115.976,
"AUS","AIREMISSION","NOX","KG_CAP","A","2013",118.435,
"AUS","AIREMISSION","NOX","KG_CAP","A","2014",118.437,
"AUS","AIREMISSION","NOX","KG_CAP","A","2015",120.468,
"AUS","AIREMISSION","NOX","KG_CAP","A","2016",122.036,
"AUS","AIREMISSION","SOX","KG_CAP","A","1990",93.053,
"AUS","AIREMISSION","SOX","KG_CAP","A","1991",90.944,
"AUS","AIREMISSION","SOX","KG_CAP","A","1992",94.53,
"AUS","AIREMISSION","SOX","KG_CAP","A","1993",98.553,
"AUS","AIREMISSION","SOX","KG_CAP","A","1994",98.693,
"AUS","AIREMISSION","SOX","KG_CAP","A","1995",92.61,
"AUS","AIREMISSION","SOX","KG_CAP","A","1996",96.445,
"AUS","AIREMISSION","SOX","KG_CAP","A","1997",98.453,
"AUS","AIREMISSION","SOX","KG_CAP","A","1998",93.424,
"AUS","AIREMISSION","SOX","KG_CAP","A","1999",97.15,
"AUS","AIREMISSION","SOX","KG_CAP","A","2000",122.905,
"AUS","AIREMISSION","SOX","KG_CAP","A","2001",134.162,
"AUS","AIREMISSION","SOX","KG_CAP","A","2002",142.516,
"AUS","AIREMISSION","SOX","KG_CAP","A","2003",140.885,
"AUS","AIREMISSION","SOX","KG_CAP","A","2004",125.956,
"AUS","AIREMISSION","SOX","KG_CAP","A","2005",124.528,
"AUS","AIREMISSION","SOX","KG_CAP","A","2006",120.67,
"AUS","AIREMISSION","SOX","KG_CAP","A","2007",116.72,
"AUS","AIREMISSION","SOX","KG_CAP","A","2008",117.72,
"AUS","AIREMISSION","SOX","KG_CAP","A","2009",119.599,
"AUS","AIREMISSION","SOX","KG_CAP","A","2010",107.6,
"AUS","AIREMISSION","SOX","KG_CAP","A","2011",111.562,
"AUS","AIREMISSION","SOX","KG_CAP","A","2012",110.381,
"AUS","AIREMISSION","SOX","KG_CAP","A","2013",104.278,
"AUS","AIREMISSION","SOX","KG_CAP","A","2014",106.474,
"AUS","AIREMISSION","SOX","KG_CAP","A","2015",100.249,
"AUS","AIREMISSION","SOX","KG_CAP","A","2016",102.165,
"AUS","AIREMISSION","VOC","KG_CAP","A","1990",81.393,
"AUS","AIREMISSION","VOC","KG_CAP","A","1991",79.495,
"AUS","AIREMISSION","VOC","KG_CAP","A","1992",78.62,
"AUS","AIREMISSION","VOC","KG_CAP","A","1993",78.679,
"AUS","AIREMISSION","VOC","KG_CAP","A","1994",78.471,
"AUS","AIREMISSION","VOC","KG_CAP","A","1995",76.808,
"AUS","AIREMISSION","VOC","KG_CAP","A","1996",74.634,
"AUS","AIREMISSION","VOC","KG_CAP","A","1997",73.732,
"AUS","AIREMISSION","VOC","KG_CAP","A","1998",71.795,
"AUS","AIREMISSION","VOC","KG_CAP","A","1999",69.182,
"AUS","AIREMISSION","VOC","KG_CAP","A","2000",66.746,
"AUS","AIREMISSION","VOC","KG_CAP","A","2001",65.12,
"AUS","AIREMISSION","VOC","KG_CAP","A","2002",65.587,
"AUS","AIREMISSION","VOC","KG_CAP","A","2003",63.654,
"AUS","AIREMISSION","VOC","KG_CAP","A","2004",63.264,
"AUS","AIREMISSION","VOC","KG_CAP","A","2005",61.305,
"AUS","AIREMISSION","VOC","KG_CAP","A","2006",60.797,
"AUS","AIREMISSION","VOC","KG_CAP","A","2007",58.506,
"AUS","AIREMISSION","VOC","KG_CAP","A","2008",57.389,
"AUS","AIREMISSION","VOC","KG_CAP","A","2009",56.977,
"AUS","AIREMISSION","VOC","KG_CAP","A","2010",56.146,
"AUS","AIREMISSION","VOC","KG_CAP","A","2011",55.256,
"AUS","AIREMISSION","VOC","KG_CAP","A","2012",54.85,
"AUS","AIREMISSION","VOC","KG_CAP","A","2013",54.868,
"AUS","AIREMISSION","VOC","KG_CAP","A","2014",55.564,
"AUS","AIREMISSION","VOC","KG_CAP","A","2015",55.468,
"AUS","AIREMISSION","VOC","KG_CAP","A","2016",54.387,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1960",30.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1961",30.6,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1962",33.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1963",36.9,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1964",37.7,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1965",36.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1966",37,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1967",37.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1968",40.5,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1969",43,
