Survey Year,Country Name,E-Government Rank,E-Government Index,E-Participation Index,Online Service Index,Human Capital Index,Telecommunication Infrastructure Index
2016,"Iraq ",141,0.33335,0.42373,0.35507,0.48030,0.16468
2016,"Ireland ",26,0.76888,0.71186,0.72464,0.92185,0.66015
2016,"Israel ",20,0.78056,0.83051,0.86232,0.86189,0.61748
2016,"Italy ",22,0.77636,0.91525,0.86957,0.81261,0.64691
2016,"Jamaica ",112,0.45340,0.27119,0.35507,0.68587,0.31926
2016,"Japan ",11,0.84397,0.98305,0.87681,0.82738,0.82771
2016,"Jordan ",91,0.51226,0.45763,0.45652,0.73442,0.34584
2016,"Kazakhstan ",33,0.72499,0.59322,0.76812,0.84010,0.56677
2016,"Kenya ",119,0.41855,0.52542,0.55797,0.51688,0.18081
2016,"Kiribati ",145,0.31219,0.25424,0.21014,0.65994,0.06649
2016,"Kuwait ",40,0.70795,0.64407,0.65217,0.72873,0.74295
2016,"Kyrgyzstan ",97,0.49686,0.59322,0.42754,0.75079,0.31225
2016,"Lao People's Democratic Republic ",148,0.30900,0.27119,0.28261,0.49072,0.15366
2016,"Latvia ",45,0.68100,0.52542,0.60870,0.85120,0.58311
2016,"Lebanon ",73,0.56460,0.49153,0.51449,0.68816,0.49114
2016,"Lesotho ",154,0.27702,0.11864,0.13768,0.51469,0.17867
2016,"Liberia ",170,0.23378,0.28814,0.23913,0.35813,0.10408
2016,Libya,118,0.43220,0.10169,0.10870,0.75878,0.42912
2016,Liechtenstein,32,0.73126,0.62712,0.66667,0.79783,0.72929
2016,"Lithuania ",23,0.77467,0.83051,0.82609,0.87174,0.62619
2016,Luxembourg,25,0.77046,0.69492,0.71739,0.77502,0.81898
2016,"Madagascar ",163,0.24161,0.20339,0.22464,0.44875,0.05144
2016,"Malawi ",166,0.23977,0.28814,0.21739,0.45347,0.04845
2016,Malaysia,60,0.61749,0.67797,0.71739,0.69534,0.43975
2016,Maldives,117,0.43299,0.22034,0.23188,0.63005,0.43703
2016,"Mali ",182,0.18165,0.06780,0.09420,0.23583,0.21492
2016,"Malta ",30,0.74242,0.77966,0.79710,0.73101,0.69916
2016,"Marshall Islands ",156,0.26953,0.05085,0.02899,0.69470,0.08492
2016,"Mauritania ",184,0.17344,0.05085,0.06522,0.30146,0.15365
2016,Afghanistan,171,0.23132,0.42373,0.30435,0.28304,0.10658
2016,"Mauritius ",58,0.62306,0.66102,0.70290,0.70670,0.45957
2016,"Mexico ",59,0.61953,0.88136,0.84783,0.69934,0.31143
2016,"Micronesia (Federated States of) ",146,0.31031,0.22034,0.14493,0.66628,0.11971
2016,"Monaco ",31,0.73152,0.28814,0.31884,0.87573,1.00000
2016,"Mongolia ",84,0.51943,0.71186,0.51449,0.75968,0.28411
2016,Montenegro,47,0.67326,0.83051,0.68116,0.81647,0.52215
2016,"Albania ",82,0.53305,0.64407,0.59420,0.65199,0.35296
2016,"Algeria ",150,0.29991,0.11864,0.06522,0.64116,0.19336
2016,"Andorra ",55,0.63016,0.44068,0.50725,0.69776,0.68546
2016,"Angola ",142,0.33114,0.44068,0.34783,0.50151,0.14409
2016,"Antigua and Barbuda ",100,0.48922,0.16949,0.18116,0.74529,0.54120
2016,"Argentina ",41,0.69780,0.62712,0.71014,0.88021,0.50306
2016,"Armenia ",87,0.51785,0.52542,0.42754,0.73377,0.39225
2016,"Morocco ",85,0.51858,0.83051,0.73913,0.47372,0.34290
2016,"Mozambique ",172,0.23050,0.20339,0.20290,0.38930,0.09929
2016,"Myanmar ",169,0.23619,0.10169,0.15942,0.48365,0.06551
2016,"Namibia ",125,0.36818,0.23729,0.28261,0.55506,0.26686
2016,"Nauru ",152,0.28682,0.08475,0.09420,0.52144,0.24480
2016,"Dominica ",109,0.45775,0.18644,0.30435,0.63842,0.43048
2016,"Dominican Republic ",98,0.49136,0.49153,0.50725,0.66762,0.29922
2016,"Ecuador ",74,0.56254,0.57627,0.63043,0.71341,0.34379
2016,"Egypt ",108,0.45941,0.40678,0.47101,0.60476,0.30246
2016,"El Salvador ",104,0.47184,0.55932,0.48551,0.60354,0.32646
2016,"Equatorial Guinea ",165,0.24027,0.08475,0.07971,0.51740,0.12371
2016,"Eritrea ",190,0.09016,0.01695,0.02174,0.24874,0.00000
2016,"Estonia ",13,0.83344,0.81356,0.89130,0.87608,0.73295
2016,"Nepal ",135,0.34581,0.50847,0.39855,0.47142,0.16745
2016,"Netherlands ",7,0.86586,0.94915,0.92754,0.91830,0.75173
2016,"New Zealand ",8,0.86530,0.94915,0.94203,0.94024,0.71364
2016,"Nicaragua ",123,0.38011,0.40678,0.38406,0.54540,0.21088
2016,"Niger ",192,0.05933,0.08475,0.07246,0.04979,0.05575
2016,"Nigeria ",143,0.32910,0.35593,0.41304,0.37843,0.19582
2016,"Norway ",18,0.81168,0.76271,0.80435,0.90306,0.72764
2016,"Oman ",66,0.59616,0.55932,0.59420,0.67957,0.51471
2016,"Pakistan ",159,0.25832,0.37288,0.32609,0.31898,0.12989
2016,"Palau ",111,0.45459,0.03390,0.10870,0.88665,0.36841
2016,"Panama ",99,0.49035,0.37288,0.33333,0.71747,0.42023
