Survey Year,Country Name,E-Government Rank,E-Government Index,E-Participation Index,Online Service Index,Human Capital Index,Telecommunication Infrastructure Index
2012,"Iraq ",137,0.34093,0.10530,0.28758,0.61509,0.12014
2012,"Ireland ",34,0.71492,0.13160,0.53594,0.95350,0.65533
2012,"Israel ",16,0.81001,0.89470,0.84967,0.89446,0.68591
2012,"Italy ",32,0.71895,0.26320,0.57516,0.91203,0.66966
2012,"Jamaica ",108,0.45516,0.00000,0.30718,0.79155,0.26675
2012,"Japan ",18,0.80187,0.73680,0.86274,0.89689,0.64599
2012,"Jordan ",98,0.48838,0.10530,0.39215,0.80133,0.27165
2012,"Kazakhstan ",38,0.68438,0.94740,0.78431,0.91337,0.35546
2012,"Kenya ",119,0.42117,0.05260,0.43137,0.71093,0.12122
2012,"Kiribati ",149,0.29977,0.02630,0.06535,0.78710,0.04686
2012,"Kuwait ",63,0.59602,0.18420,0.58169,0.78851,0.41787
2012,"Kyrgyzstan ",99,0.48790,0.28950,0.42483,0.84852,0.19034
2012,"Lao People's Democratic Republic ",153,0.29350,0.00000,0.21568,0.56505,0.09976
2012,"Latvia ",42,0.66040,0.21050,0.58823,0.88787,0.50509
2012,"Lebanon ",87,0.51388,0.31580,0.47712,0.79170,0.27281
2012,"Lesotho ",136,0.35006,0.02630,0.30065,0.69965,0.04990
2012,"Liberia ",169,0.24073,0.02630,0.18954,0.48494,0.04772
2012,Libya,191,0.00000,0.00000,0.00000,0.85018,0.37433
2012,Liechtenstein,14,0.82640,0.23680,0.58823,0.89097,1.00000
2012,"Lithuania ",29,0.73329,0.52630,0.69934,0.92401,0.57652
2012,Luxembourg,19,0.80135,0.39470,0.69934,0.84035,0.86437
2012,"Madagascar ",148,0.30535,0.02630,0.32026,0.54381,0.05199
2012,"Malawi ",159,0.27398,0.00000,0.21568,0.57414,0.03211
2012,Malaysia,40,0.67031,0.50000,0.79084,0.76911,0.45098
2012,Maldives,95,0.49936,0.02630,0.32679,0.81137,0.35993
2012,"Mali ",183,0.18567,0.00000,0.32026,0.17229,0.06447
2012,"Malta ",35,0.71310,0.26320,0.61437,0.80572,0.71920
2012,"Marshall Islands ",146,0.31288,0.00000,0.13725,0.75895,0.04246
2012,"Mauritania ",181,0.19956,0.00000,0.07843,0.40793,0.11232
2012,Afghanistan,184,0.17014,0.13160,0.23529,0.21781,0.05731
2012,"Mauritius ",93,0.50658,0.07890,0.43137,0.75877,0.32959
2012,"Mexico ",55,0.62399,0.57890,0.73202,0.82954,0.31042
2012,"Micronesia (Federated States of) ",127,0.38119,0.02630,0.20915,0.83317,0.10126
2012,"Monaco ",26,0.74679,0.18420,0.35947,0.94386,0.93703
2012,"Mongolia ",76,0.54430,0.60530,0.58823,0.86884,0.17583
2012,Montenegro,57,0.62181,0.31580,0.50980,0.81818,0.53746
2012,"Albania ",86,0.51606,0.10530,0.42483,0.78632,0.33702
2012,"Algeria ",132,0.36077,0.05260,0.25490,0.64626,0.18116
